,target_name,mass,radius,semi_major_axis,detection_type
931,Lupus-TR-3 b,0.81,0.89,0.0464,Other
932,MASCARA-1 b,3.7,1.5,0.043,Primary Transit
933,MASCARA-2 b/KELT-20 b,3.518,1.83,0.0542,Primary Transit
934,MASCARA-3 b,5.18,1.272,0.06971,Primary Transit
935,MOA-2007-BLG-192L b,0.01,,0.66,Microlensing
936,MOA-2007-BLG-400L b,1.71,,3.9,Microlensing
937,MOA-2008-BLG-310L b,0.233,,1.25,Microlensing
938,MOA-2008-BLG-379L b,4.1,,3.3,Microlensing
939,MOA-2009-BLG-266L b,0.0327,,3.2,Microlensing
940,MOA-2009-BLG-319L b,0.208,,2.0,Microlensing
941,MOA-2009-BLG-387L b,2.6,,1.8,Microlensing
942,MOA-2010-BLG-073L b,11.0,,1.21,Other
943,MOA-2010-BLG-117 b,0.51,,2.9,Microlensing
944,MOA-2010-BLG-328L b,0.029,,0.92,Microlensing
945,MOA-2010-BLG-353L b,0.27,,1.72,Microlensing
946,MOA-2010-BLG-477L b,1.4,,2.8,Microlensing
947,MOA-2011-BLG-028L b,0.094,,7.14,Microlensing
948,MOA-2011-BLG-262L b,0.0566340496492,,0.84,Microlensing
949,MOA-2011-BLG-274 b,0.8,,40.0,Microlensing
950,MOA-2011-BLG-291 b,0.085,,1.4,Microlensing
951,MOA-2011-BLG-293L b,4.8,,1.1,Microlensing
952,MOA-2011-BLG-322L b,7.8,,3.6,Microlensing
953,MOA-2012-BLG-006 b,8.4,,10.2,Microlensing
954,MOA-2012-BLG-505L b,6.7,,1.12,Microlensing
955,MOA-2013-BLG-220L b,2.74,,3.03,Microlensing
956,MOA-2013-BLG-605L b,0.066,,4.2,Microlensing
957,MOA-2014-BLG-472 b,1.9,,0.96,Microlensing
958,MOA-2015-BLG-337 a,9.8,,0.24,Microlensing
959,MOA-2015-BLG-337 b,0.106,,0.24,Microlensing
960,MOA-2016-BLG-227L b,2.3,,1.64,Microlensing
961,MOA-2016-BLG-231 b,9.0,,0.88,Microlensing
962,MOA-2016-BLG-319L b,0.62,,0.95,Microlensing
963,MOA-2020-BLG-135 b,0.0356,,1.11,Microlensing
964,MOA-2020-BLG-208 b,0.2168,,2.88,Microlensing
965,MOA-bin-1L b,3.7,,8.3,Microlensing
966,MOA-bin-29 b,0.55,,1.13,Microlensing
967,NGTS-1 b,0.812,1.33,0.0326,Primary Transit
968,NGTS-10 b,2.162,1.205,0.0143,Primary Transit
969,NGTS-11 b,0.37,0.823,0.2,Primary Transit
970,NGTS-12 b,0.208,1.048,0.0757,Primary Transit
971,NGTS-13 b,4.84,1.142,0.0549,Primary Transit
972,NGTS-14A b,0.092,0.44,0.0403,Primary Transit
973,NGTS-15 b,0.751,1.1,0.0441,Primary Transit
974,NGTS-16 b,0.667,1.3,0.0523,Primary Transit
975,NGTS-17 b,0.764,1.24,0.0391,Primary Transit
976,NGTS-18 b,0.409,1.21,0.0448,Primary Transit
977,NGTS-2 b,0.67,1.536,0.0584,Primary Transit
978,NGTS-20 b,2.98,1.07,0.313,Primary Transit
979,NGTS-21 b,2.36,1.33,0.0236,Primary Transit
980,NGTS-3A b,2.38,1.48,0.023,Primary Transit
981,NGTS-4 b,0.0648,0.2837,0.019,Primary Transit
982,NGTS-5 b,0.229,1.136,0.0382,Primary Transit
983,NGTS-6 b,1.33,1.271,0.016623018,Primary Transit
984,NGTS-8 b,0.93,1.09,0.035,Primary Transit
985,NGTS-9 b,2.9,1.07,0.058,Primary Transit
986,NLTT 25473 b,15.0,,,Radial Velocity
987,NN Ser (AB) c,6.91,,5.38,Pulsar
988,NN Ser (AB) d,2.28,,3.39,Pulsar
989,OGLE-2009-BLG-151L b,7.5,,0.31,Microlensing
990,NY Vir (AB) b,2.78,,3.39,Pulsar
991,NY Vir (AB) c,4.49,,7.54,Pulsar
992,OGLE--2018-BLG-0516 b,0.0632,,2.2,Microlensing
993,OGLE-2003-BLG-235L b,2.6,,5.1,Microlensing
994,OGLE-2005-071L b,3.5,,3.6,Microlensing
995,OGLE-2005-169L b,0.0444,,4.0,Microlensing
996,OGLE-2005-390L b,0.017,,2.1,Microlensing
997,OGLE-2006-109L b,0.727,,2.3,Microlensing
998,OGLE-2006-109L c,0.271,,4.5,Microlensing
999,OGLE-2006-BLG-284 b,0.453,,2.2,Microlensing
1000,OGLE-2007-BLG-349L (AB) b,0.25,,2.59,Microlensing
1001,OGLE-2007-BLG-368L b,0.0694,,3.3,Microlensing
1002,OGLE-2008-BLG-092L A b,0.18,,15.0,Microlensing
1003,OGLE-2008-BLG-355L b,4.6,,1.7,Microlensing
1004,OGLE-2011-BLG-0173L b,0.19,,10.0,Microlensing
1005,OGLE-2011-BLG-0251L b,0.96,,3.86,Microlensing
1006,OGLE-2011-BLG-0265L b,0.88,,1.89,Microlensing
1007,OGLE-2011-BLG-0420L b,9.4,,0.19,Microlensing
1008,OGLE-2012-BLG-0026L b,0.11,,3.82,Microlensing
1009,OGLE-2012-BLG-0026L c,0.68,,4.63,Microlensing
1010,OGLE-2012-BLG-0358L b,1.85,,0.87,Microlensing
1011,OGLE-2012-BLG-0406L b,2.73,,3.45,Microlensing
1012,OGLE-2012-BLG-0563L b,0.39,,0.74,Microlensing
1013,OGLE-2012-BLG-0724L b,0.47,,1.6,Microlensing
1014,OGLE-2012-BLG-0838 b,0.25,,4.2,Microlensing
1015,OGLE-2012-BLG-0950L b,0.11,,2.7,Microlensing
1016,OGLE-2012-BLG-1323,0.0072,,,Microlensing
1017,OGLE-2013-BLG-0102L b,13.6,,0.8,Microlensing
1018,OGLE-2013-BLG-0132L b,0.29,,3.6,Microlensing
1019,OGLE-2013-BLG-0341L b,0.00522291791209,,0.702,Microlensing
1020,OGLE-2013-BLG-0911L b,10.08,,10.8,Microlensing
1021,OGLE-2013-BLG-1721L b,0.64,,2.6,Microlensing
1022,OGLE-2013-BLG-1761L b,2.8,,1.8,Microlensing
1023,OGLE-2014-BLG-0124L b,0.64,,3.48,Microlensing
1024,OGLE-2014-BLG-0319 b,0.57,,3.49,Microlensing
1025,OGLE-2014-BLG-0676L b,3.68,,4.53,Microlensing
1026,OGLE-2014-BLG-1186L b,0.142,,,Microlensing
1027,OGLE-2014-BLG-1722L b,0.174,,1.9,Microlensing
1028,OGLE-2014-BLG-1722L c,0.2633,,2.5,Microlensing
1029,OGLE-2014-BLG-1760L b,0.573,,1.75,Microlensing
1030,OGLE-2015-BLG-0051L b,0.72,,0.73,Microlensing
1031,OGLE-2015-BLG-0954L b,4.4,,1.2,Microlensing
1032,OGLE-2015-BLG-0966L b,0.066,,2.4,Microlensing
1033,OGLE-2015-BLG-1649 b,2.54,,2.07,Microlensing
1034,OGLE-2015-BLG-1670L b,0.0563,,3.2,Microlensing
1035,OGLE-2015-BLG-1771L b,0.433,,0.85,Microlensing
1036,OGLE-2016-BLG-0263L b,4.1,,6.5,Microlensing
1037,OGLE-2016-BLG-0613L (AB) b,4.18,,6.4,Microlensing
1038,OGLE-2016-BLG-1067L b,0.43,,1.7,Microlensing
1039,OGLE-2016-BLG-1093L b,0.71,,2.13,Microlensing
1040,OGLE-2016-BLG-1190L b,13.38,,2.17,Microlensing
1041,OGLE-2016-BLG-1195L b,0.0045,,1.16,Microlensing
1042,OGLE-2016-BLG-1227 b,0.79,,3.4,Microlensing
1043,OGLE-2016-BLG-1266L b,11.9,,0.42,Microlensing
1044,OGLE-2016-BLG-1469L b,13.6,,0.33,Microlensing
1045,OGLE-2016-BLG-1928,0.0009,,,Microlensing
1046,OGLE-2016-BLG-596L b,12.2,,,Microlensing
1047,OGLE-2017-BLG-0173L b,9.08,,3.75,Microlensing
1048,OGLE-2017-BLG-0406 b,0.41,,3.5,Microlensing
1049,OGLE-2017-BLG-0482 b,9.0,,1.8,Microlensing
1050,OGLE-2017-BLG-0560,1.9,,,Microlensing
1051,OGLE-2017-BLG-0604 b,0.51,,4.06,Microlensing
1052,OGLE-2017-BLG-0896,19.0,,,Microlensing
1053,OGLE-2017-BLG-1049 b,5.53,,3.92,Microlensing
1054,OGLE-2017-BLG-1099 b,3.02,,2.73,Microlensing
1055,OGLE-2017-BLG-1140L b,1.63,,1.02,Microlensing
1056,OGLE-2017-BLG-1375 b,10.33,,2.97,Microlensing
1057,OGLE-2017-BLG-1434L b,0.014,,1.18,Microlensing
1058,OGLE-2017-BLG-1522L b,0.75,,0.59,Microlensing
1059,OGLE-2018-BLG-0298 b,0.14,,2.86,Microlensing
1060,OGLE-2018-BLG-0383 b,0.0201,,1.8,Microlensing
1061,OGLE-2018-BLG-0506 b,0.0513,,3.0,Microlensing
1062,OGLE-2018-BLG-0532 b,0.019636,,1.083,Microlensing
1063,OGLE-2018-BLG-0567L b,0.32,,2.72,Microlensing
1064,OGLE-2018-BLG-0596 b,0.0267,,2.15,Microlensing
1065,OGLE-2018-BLG-0677L b,0.01246,,0.63,Microlensing
1066,OGLE-2018-BLG-0740L b,4.5,,4.2,Microlensing
1067,OGLE-2018-BLG-0799 b,0.41,,1.38,Microlensing
1068,OGLE-2018-BLG-0932/KMT-2018-BLG-2087/MOA-2018-BLG-163 b,0.89,,1.75,Microlensing
1069,OGLE-2018-BLG-0962,1.37,,3.57,Microlensing
1070,OGLE-2018-BLG-0977 b,0.0201,,2.0,Microlensing
1071,OGLE-2018-BLG-1119 b,0.91,,4.06,Microlensing
1072,OGLE-2018-BLG-1126/KMT-2018-BLG-2064 b,0.056,,3.23,Microlensing
1073,OGLE-2018-BLG-1185 b,0.0264,,1.537,Microlensing
1074,OGLE-2018-BLG-1212/MOA-2018-BLG-365/KMT-2018-BLG-2299,0.2,,1.68,Microlensing
1075,OGLE-2018-BLG-1269L b,0.69,,4.61,Microlensing
1076,OGLE-2018-BLG-1367/KMT62018-BLG-0914,0.95,,1.21,Microlensing
1077,OGLE-2018-BLG-1428L b,0.77,,3.3,Microlensing
1078,OGLE-2018-BLG-1544 b,11.2,,6.21,Microlensing
1079,OGLE-2018-BLG-1647/KMT-2018-BLG-2060,0.97,,1.36,Microlensing
1080,OGLE-2018-BLG-1700L b,4.4,,2.8,Microlensing
1081,OGLE-2018BLG-1011L b,1.8,,1.8,Microlensing
1082,OGLE-2018BLG-1011L c,2.8,,0.8,Microlensing
1083,OGLE-2019-BLG-0299 b,6.22,,2.8,Microlensing
1084,OGLE-2019-BLG-0362 b,3.3,,2.7,Microlensing
1085,OGLE-2019-BLG-0468L b,3.43,,3.29,Microlensing
1086,OGLE-2019-BLG-0468L c,10.22,,2.77,Microlensing
1087,OGLE-2019-BLG-0551,0.0242,,,Microlensing
1088,OGLE-2019-BLG-0954L b,14.2,,2.65,Microlensing
1089,OGLE-2019-BLG-0960 b,0.00708,,1.6,Microlensing
1090,OGLE-2019-BLG-1053L b,0.0078,,3.4,Microlensing
1091,OGLE-2019-BLG-1470LAB b,2.2,,3.1,Microlensing
1092,OGLE-2019-BLG-1492 b,0.1167,,2.7,Microlensing
1093,OGLE-TR-10 b,0.68,1.72,0.04162,Primary Transit
1094,OGLE-TR-111 b,0.54,1.077,0.047,Primary Transit
1095,OGLE-TR-113 b,1.24,1.11,0.0229,Primary Transit
1096,OGLE-TR-132 b,1.17,1.23,0.0306,Primary Transit
1097,OGLE-TR-182 b,1.06,1.47,0.051,Primary Transit
1098,OGLE-TR-211 b,0.75,1.26,0.051,Primary Transit
1099,OGLE-TR-56 b,1.3,1.2,0.0225,Primary Transit
1100,OGLE2-TR-L9 b,4.34,1.614,0.0404,Primary Transit
1101,Oph 98 b,7.8,1.86,200.0,Imaging
1102,PDS 70 b,7.0,,22.7,Imaging
1103,PDS 70 c,4.4,,30.2,Imaging
1104,POTS-1 b,2.31,0.941,0.03734,Primary Transit
1105,PSR 1257 12 b,7e-05,,0.19,Pulsar
1106,PSR B1620-26 (AB) b,2.5,,23.0,Pulsar
1107,PSR 1257 12 c,0.013,,0.36,Pulsar
1108,PSR 1257 12 d,0.012,,0.46,Pulsar
1109,PSR 1719-14 b,1.0,0.4,0.0044,Pulsar
1110,PSR J1311-3430 b,12.0,,,Radial Velocity
1111,PSR J1807-2459 A b,9.4,,,Pulsar
1112,PSR J2241-5236 b,12.0,,,Pulsar
1113,Proplyd 133-353,13.0,,,Imaging
1114,Qatar-1 b,1.294,1.143,0.02332,Primary Transit
1115,Qatar-10 b,0.736,1.534,0.0286,Primary Transit
1116,Qatar-2 b,2.494,1.254,0.02153,Primary Transit
1117,Qatar-3 b,4.31,1.096,0.03783,Primary Transit
1118,Qatar-4 b,5.85,1.552,0.02861,Primary Transit
1119,Qatar-5 b,4.32,1.107,0.04127,Primary Transit
1120,Qatar-6 A b,0.668,1.062,0.0423,Primary Transit
1121,Qatar-7 b,1.88,1.7,0.0352,Primary Transit
1122,Qatar-8 b,0.371,1.285,0.0474,Primary Transit
1123,Qatar-9 b,1.19,1.009,0.0234,Primary Transit
1124,ROXs 12 b,16.0,,210.0,Imaging
1125,ROXs 42B (AB) b,9.0,2.5,140.0,Imaging
1126,Ross 458 (AB) c,11.3,1.07,1168.0,Imaging
1127,S Ori 68,5.0,,1700.0,Imaging
1128,SDSS J1110+0116,11.0,1.18,,Imaging
1129,SIMP0136+0933,12.7,,,Imaging
1130,SR 12 (AB) c,13.0,,1083.0,Imaging
1131,SWEEPS-04 b,3.8,0.81,0.055,Primary Transit
1132,SWEEPS-11 b,9.7,1.13,0.03,Primary Transit
1133,TCP J050742+244755 b,0.06,,0.775,Microlensing
1134,TIC 156514476.01,0.02973,,,Primary Transit
1135,TIC 172900988 (AB) b,2.84,0.9876,0.867,Pulsar
1136,TIC 237913194 b,1.942,1.117,0.1207,Primary Transit
1137,TOI-1062 b,0.032,0.20198,0.052,Primary Transit
1138,TOI-1064 b,0.0425,0.2308,0.06152,Primary Transit
1139,TOI-1064 c,0.0079,0.23651,0.09429,Primary Transit
1140,TOI-1075 b,0.013,0.1534,0.0118,Primary Transit
1141,TOI-1107 b,3.35,1.3,0.0561,Primary Transit
1142,TOI-1130 c,0.974,1.5,0.07098,Primary Transit
1143,TOI-1136 b,0.00947,0.17,,Primary Transit
1144,TOI-1136 c,0.019,0.25685,,Primary Transit
1145,TOI-1136 d,0.025,0.4128,,Primary Transit
1146,TOI-1136 e,0.017,0.23544,,Primary Transit
1147,TOI-1136 f,0.0261,0.3462,,Primary Transit
1148,TOI-1136 g,0.0151,0.2257,,Primary Transit
1149,TOI-1181 b,1.18,1.3,,Primary Transit
1150,TOI-1201 b,0.01976,0.21545,0.0287,Primary Transit
1151,TOI-122 b,0.0277,0.2427,0.0392,Primary Transit
1152,TOI-1221 b,3.5,0.2596,0.39,Primary Transit
1153,TOI-1231 b,0.0485,0.3256,0.1288,Primary Transit
1154,TOI-1235 b,0.0186,0.15113,0.03826,Primary Transit
1155,TOI-1238 b,0.01183,0.1079,0.0139,Primary Transit
1156,TOI-1238 c,0.02618,0.1882,0.037,Primary Transit
1157,TOI-1246 b,0.0255,0.2685,0.049,Primary Transit
1158,TOI-1246 c,0.0277,0.2239,0.061,Primary Transit
1159,TOI-1246 d,0.0167,0.3131,0.131,Primary Transit
1160,TOI-1246 e,0.0466,0.3372,0.211,Primary Transit
1161,TOI-125 b,0.0299,0.2432,0.05186,Primary Transit
1162,TOI-125 c,0.02086,0.24614,0.0814,Primary Transit
1163,TOI-125 d,0.0428,0.2614,0.137,Primary Transit
1164,TOI-1259A b,0.441,1.022,0.0407,Primary Transit
1165,TOI-1260 b,0.02709,0.20832,0.0366,Primary Transit
1166,TOI-1260 c,0.03725,0.2516,0.0656,Primary Transit
1167,TOI-1266 b,0.05,0.2114,0.0736,Primary Transit
1168,TOI-1266 c,0.0201,0.1392,0.1058,Primary Transit
1169,TOI-1268 b,0.29,0.82,0.072,Primary Transit
1170,TOI-1272 b,0.0774,0.3693,0.0412,Primary Transit
1171,TOI-1278 b,18.5,1.09,0.095,Primary Transit
1172,TOI-1298 b,0.356,0.841,0.059,Primary Transit
1173,TOI-132 b,0.07183,0.306,0.026,Primary Transit
1174,TOI-1333 b,2.37,1.396,0.0626,Primary Transit
1175,TOI-1338 b,0.095,0.5986,0.4491,Primary Transit
1176,TOI-1411 b,0.0079,0.1213,0.023,Primary Transit
1177,TOI-1422 b,0.028,0.3533,0.108,Primary Transit
1178,TOI-1430 b,0.022,0.187,0.0705,Primary Transit
1179,TOI-1431 b/MASCARA-5 b,3.14,1.508,0.047,Primary Transit
1180,TOI-1442 b,0.005,0.1044,0.0071,Primary Transit
1181,TOI-1444 b,0.01218,0.12463,,Primary Transit
1182,TOI-1452 b,0.01517,0.14917,0.061,Primary Transit
1183,TOI-1468 b,0.0101,0.1142,0.0208,Primary Transit
1184,TOI-1468 c,0.02089,0.18414,0.0849,Primary Transit
1185,TOI-1478 b,0.847,1.06,0.0903,Primary Transit
1186,TOI-150 b,2.51,1.255,0.0643,Primary Transit
1187,TOI-1516 b,3.16,1.36,,Primary Transit
1188,TOI-1518 b,2.3,1.875,0.039,Primary Transit
1189,TOI-157 b,1.18,1.286,0.0318,Primary Transit
1190,TOI-1601 b,0.99,1.239,0.06864,Primary Transit
1191,TOI-163 b,1.22,1.489,0.058,Primary Transit
1192,TOI-1634 b,0.01545,0.1597,0.01545,Primary Transit
1193,TOI-1669 b,0.0132,0.214,,Primary Transit
1194,TOI-1670 b,0.0434,0.1838,0.103,Primary Transit
1195,TOI-1670 c,0.63,0.987,0.249,Primary Transit
1196,TOI-1683 b,0.025,0.205,0.036,Primary Transit
1197,TOI-1685 b,0.01189,0.152,,Primary Transit
1198,TOI-169 b,0.791,1.086,0.03524,Primary Transit
1199,TOI-1693 b,0.0088,0.1258,0.0226,Primary Transit
1200,TOI-1694 b,0.0979,0.4853,,Primary Transit
1201,TOI-1696 b,0.1787,0.2891,0.0235,Primary Transit
1202,TOI-1710 b,0.089,0.4764,0.16,Primary Transit
1203,TOI-172 b,5.41,0.965,0.0913,Primary Transit
1204,TOI-1728 b,0.08426,0.4505,0.0391,Primary Transit
1205,TOI-1749 b,0.06,0.124,0.0291,Primary Transit
1206,TOI-1749 c,0.0066,0.1891,0.0443,Primary Transit
1207,TOI-1749 d,0.0135,0.2248,0.0707,Primary Transit
1208,TOI-1759 b,0.0214,0.273,0.1176,Primary Transit
1209,TOI-178 b,0.00472,0.10278,0.02607,Primary Transit
1210,TOI-178 c,0.01501,0.1489,0.037,Primary Transit
1211,TOI-178 d,0.00947,0.22946,0.0592,Primary Transit
1212,TOI-178 e,0.01214,0.1969,0.0783,Primary Transit
1213,TOI-178 f,0.02429,0.20403,0.1039,Primary Transit
1214,TOI-178 g,0.0124,0.256,0.1275,Primary Transit
1215,TOI-1789 b,0.7,1.4,0.04873,Primary Transit
1216,TOI-179 b,0.0758,0.2436,0.0476,Primary Transit
1217,TOI-1807 b,0.00714,0.1222,0.0135,Primary Transit
1218,TOI-1811 b,0.974,1.0,0.04393,Primary Transit
1219,TOI-1820 b,2.3,1.12,0.069,Primary Transit
1220,TOI-1842 b,0.214,1.04,0.1,Primary Transit
1221,TOI-1860 b,0.0069,0.1169,0.0204,Primary Transit
1222,TOI-1899 b,0.66,1.37,0.1587,Primary Transit
1223,TOI-2000 b,0.0324,0.2355,0.0426,Primary Transit
1224,TOI-2000 c,0.2382,0.711,0.0875,Primary Transit
1225,TOI-201 b,0.42,1.0,0.3,Primary Transit
1226,TOI-2025 b,4.4,1.12,0.089,Primary Transit
1227,TOI-2046 b,2.3,1.44,,Primary Transit
1228,TOI-206 b,0.0069,0.116,0.0112,Primary Transit
1229,TOI-2081 b,0.016,0.182,0.0752,Primary Transit
1230,TOI-2109 b,5.02,1.347,,Primary Transit
1231,TOI-2136 b,0.0148,0.1865,0.054,Primary Transit
1232,TOI-2145 b,5.35,1.103,0.1108,Primary Transit
1233,TOI-2152 b,2.83,1.281,0.05064,Primary Transit
1234,TOI-2154 b,0.92,1.453,0.0513,Primary Transit
1235,TOI-2158 b,0.82,0.96,0.074,Primary Transit
1236,TOI-216 b,0.059,0.6861,0.1293,Primary Transit
1237,TOI-216 c,0.56,0.901,0.2068,Primary Transit
1238,TOI-2180 b,2.755,1.01,0.828,Primary Transit
1239,TOI-2184 b,0.65,1.017,,Primary Transit
1240,TOI-2193 b,0.94,1.77,0.03319,Primary Transit
1241,TOI-2196 b,0.082,0.3131,0.02234,Primary Transit
1242,TOI-220 b,0.0428,0.2694,0.0892,Radial Velocity
1243,TOI-2202 b,0.978,1.0,0.09564,Primary Transit
1244,TOI-2202 c,0.369,,0.15544,TTV
1245,TOI-2207 b,0.64,0.995,0.0854,Primary Transit
1246,TOI-2236 b,1.58,1.282,0.05,Primary Transit
1247,TOI-2257 b,0.0179,0.19574,0.145,Primary Transit
1248,TOI-2260 b,0.011,0.1445,0.0097,Primary Transit
1249,TOI-2285 b,0.0614,0.1552,0.1363,Primary Transit
1250,TOI-2337 b,1.0,0.9,,Primary Transit
1251,TOI-237 b,0.009,0.1285,0.0341,Primary Transit
1252,TOI-2406 b,0.0286,0.2623,0.0228,Primary Transit
1253,TOI-2411 b,0.0123,0.1499,0.0144,Primary Transit
1254,TOI-2421 b,0.333,0.924,0.0543,Primary Transit
1255,TOI-2427 b,0.0129,0.161,0.0202,Primary Transit
1256,TOI-2445 b,0.006,0.1115,0.0064,Primary Transit
1257,TOI-2497 b,5.21,1.0,0.1167,Primary Transit
1258,TOI-251 b,1.0,0.2444,0.05741,Primary Transit
1259,TOI-2567 b,0.2,0.975,0.0672,Primary Transit
1260,TOI-257 b,0.134,0.626,0.1523,Primary Transit
1261,TOI-2669 b,0.61,1.76,,Primary Transit
1262,TOI-269 b,0.0277,0.2471,0.0345,Primary Transit
1263,TOI-270 b,0.006,0.11125,0.0306,Primary Transit
1264,TOI-270 c,0.0208,0.2159,0.0472,Primary Transit
1265,TOI-270 d,0.017,0.19,0.0733,Primary Transit
1266,TOI-3331 b,2.27,1.158,0.03144,Primary Transit
1267,TOI-3362 b,5.029,1.142,0.153,Primary Transit
1268,TOI-3540 b,1.18,2.1,0.04289,Primary Transit
1269,TOI-3629 b,0.26,0.74,0.043,Primary Transit
1270,TOI-3693 b,1.02,1.124,0.081,Primary Transit
1271,TOI-3714 b,0.7,1.01,0.027,Primary Transit
1272,TOI-3757 b,0.2684,1.07,0.03845,Primary Transit
1273,TOI-402 b,0.0227,0.1516,0.05245,Primary Transit
1274,TOI-402 c,0.02766,0.225,0.1235,Primary Transit
1275,TOI-4137 b,1.01,1.211,0.05222,Primary Transit
1276,TOI-4138 b,0.67,1.49,0.051,Primary Transit
1277,TOI-421 b,0.05107,0.4612,0.1182,Primary Transit
1278,TOI-421 c,0.02218,0.2427,0.0557,Primary Transit
1279,TOI-431 b,0.00966,0.1142,0.0113,Primary Transit
1280,TOI-431 c,2.84,,0.052,Radial Velocity
1281,TOI-431 d,0.0311,0.2935,0.098,Primary Transit
1282,TOI-4329 b,0.45,1.5,,Primary Transit
1283,TOI-4479 b,0.0261,0.2516,0.0164,Primary Transit
1284,TOI-4562 b,3.29,1.072,0.771,Primary Transit
1285,TOI-481 b,1.53,0.99,0.097,Primary Transit
1286,TOI-500 b,0.005,0.1035,0.0128,Primary Transit
1287,TOI-5153 b,3.26,1.06,0.158,Primary Transit
1288,TOI-5205 b,1.08,1.035,0.0199,Primary Transit
1289,TOI-530 b,0.4,0.83,0.052,Primary Transit
1290,TOI-532 b,0.1935,0.5192,0.0296,Primary Transit
1291,TOI-544 b,0.016,0.1811,0.0251,Primary Transit
1292,TOI-5542 b,1.32,1.009,0.332,Primary Transit
1293,TOI-558 b,3.61,1.086,0.1291,Primary Transit
1294,TOI-559 b,6.01,1.091,0.0723,Primary Transit
1295,TOI-561 b,0.00705,0.1222,0.0106,Primary Transit
1296,TOI-561 c,0.0208,0.2596,0.089,Primary Transit
1297,TOI-561 d,0.03823,0.2516,0.159,Primary Transit
1298,TOI-561 e,0.0428,0.2275,0.33,Primary Transit
1299,TOI-564 b,1.463,1.02,0.02734,Primary Transit
1300,TOI-620 b,0.0485,0.3354,0.04825,Primary Transit
1301,TOI-628 b,6.33,1.06,0.0486,Primary Transit
1302,TOI-640 b,0.88,1.771,0.06608,Primary Transit
1303,TOI-674 b,0.0739,0.4693,0.0231,Primary Transit
1304,TOI-677 b,1.236,1.179,0.1038,Primary Transit
1305,TOI-700 b,0.00406,0.0901,0.0637,Primary Transit
1306,TOI-700 c,0.0249,0.2346,0.0925,Primary Transit
1307,TOI-700 d,0.00711,0.1062,0.163,Primary Transit
1308,TOI-712 b,0.0176,0.1828,0.07928,Primary Transit
1309,TOI-712 c,0.0274,0.241,0.2447,Primary Transit
1310,TOI-712 d,0.0236,0.22072,0.3405,Primary Transit
1311,TOI-763 b,0.0308,0.2034,0.06,Primary Transit
1312,TOI-763 c,0.02932,0.2346,0.1,Primary Transit
1313,TOI-776 b,0.01466,0.1633,0.0652,Primary Transit
1314,TOI-776 c,0.0192,0.1838,0.1,Primary Transit
1315,TOI-824 b,0.058104,0.26104,0.02177,Primary Transit
1316,TOI-833 b,0.006,0.1133,0.0171,Primary Transit
1317,TOI-836 b,0.01425,0.15202,0.0422,Primary Transit
1318,TOI-836 c,0.0302,0.2308,0.075,Primary Transit
1319,TOI-849 b,0.12299,0.30726,0.01598,Primary Transit
1320,TOI-892 b,0.95,1.07,0.092,Primary Transit
1321,TOI-905 b,0.667,1.171,0.04666,Primary Transit
1322,TOI-942 b,2.599,0.4291,0.04796,Primary Transit
1323,TOI-942 c,2.501,0.5166,0.0847,Primary Transit
1324,TOI-954 b,0.174,0.852,0.04963,Primary Transit
1325,TOI-969 b,0.0286,0.24668,0.02636,Primary Transit
1326,TRAPPIST-1 b,0.0027,0.09689,0.01111,Primary Transit
1327,TRAPPIST-1 c,0.00434,0.09421,0.01521,Primary Transit
1328,TRAPPIST-1 d,0.0013,0.0689,0.02144,Primary Transit
1329,TRAPPIST-1 e,0.002,0.0819,0.02817,Primary Transit
1330,TRAPPIST-1 f,0.0021,0.09323,0.0371,Primary Transit
1331,TRAPPIST-1 g,0.00422,0.1005,0.0451,Primary Transit
1332,TRAPPIST-1 h,0.001041,0.0674,0.063,Primary Transit
1333,TVLM 513-46546 b,0.38,,0.3,Astrometry
1334,TYC 8998-760-1 b,14.0,3.0,162.0,Imaging
1335,TYC 8998-760-1 c,6.0,,320.0,Imaging
1336,TrES-1 b,0.761,1.099,0.0393,Primary Transit
1337,TrES-2 A b,1.253,1.189,0.03555,Primary Transit
1338,TrES-3 b,1.91,1.305,0.0226,Primary Transit
1339,TrES-4 b,0.917,1.706,0.05084,Primary Transit
1340,TrES-5 b,1.778,1.209,0.02446,Primary Transit
1341,UGPS J0722-0540,18.2,,,Imaging
1342,UKIRT-2017-BLG-001 b,1.28,,4.18,Microlensing
1343,ULAS1335,12.5,,,Imaging
1344,ULASJ0034,12.5,,,Imaging
1345,USco 1556A b,14.0,,3500.0,Imaging
1346,USco 1621A b,15.0,,2880.0,Imaging
1347,USco J155150.2-213457,8.0,,,Imaging
1348,WASP-57 b,0.8,1.1,,Primary Transit
1349,UScoCTIO 108 b,14.0,,670.0,Imaging
1350,UZ For (AB) b,6.3,,5.9,Other
1351,UZ For (AB) c,7.7,,2.8,Pulsar
1352,V 1298 Tau b,2.2,0.8217,0.1688,Primary Transit
1353,V391 Peg b,3.2,,1.7,Pulsar
1354,V396 Hya b,18.3,,,Radial Velocity
1355,VHS 1256-1257 b,19.0,,179.0,Imaging
1356,WASP-1 b,0.947,1.514,0.03958,Primary Transit
1357,WASP-10 b,3.16,1.08,0.0371,Primary Transit
1358,WASP-100 b,2.03,1.69,0.0457,Primary Transit
1359,WASP-101 b,0.5,1.41,0.0506,Primary Transit
1360,WASP-102 b,0.624,1.259,0.0401,Primary Transit
